2.23607e-12	0	1e-16
0.00223668	0	1e-10
0.00451523	0	1e-08
0.0067513	0	1e-08
0.00898737	0	1e-08
0.0112234	0	1e-08
0.0134595	0	1e-08
0.0156956	0	1e-08
0.0179316	0	1e-08
0.0201677	0	1e-08
0.0224038	0	1e-08
0.0246398	0	1e-08
0.0268759	0	1e-08
0.029112	0	1e-08
0.031348	0	1e-08
0.0335841	0	1e-08
0.0358202	0	1e-08
0.0380563	0	1e-08
0.0402923	0	1e-08
0.0425284	0	1e-08
0.0447645	0	1e-08
0.0470005	0	1e-08
0.0492366	0	1e-08
0.0514727	0	1e-08
0.0537087	0	1e-08
0.0559448	0	1e-08
0.0581809	0	1e-08
0.0604169	0	1e-08
0.062653	0	1e-08
0.0648891	0	1e-08
0.0671251	0	1e-08
0.0693612	0	1e-08
0.0715564	0.0228127	1e-10
0.0738998	0.0427247	1e-08
0.0760285	0.0769693	1e-10
0.0782646	0.101248	1e-10
0.0805007	0.123928	1e-10
0.0827368	0.145256	1e-10
0.0851517	0.164267	1e-08
0.0872089	0.183761	1e-10
0.089445	0.201355	1e-10
0.091681	0.217937	1e-10
0.093926	0.23157	1e-08
0.0961532	0.248333	1e-10
0.0983892	0.262295	1e-10
0.100623	0.275499	1e-10
0.102924	0.286549	1e-08
0.105095	0.299889	1e-10
0.107331	0.311156	1e-10
0.109567	0.321858	1e-10
0.111862	0.330199	1e-08
0.114039	0.341709	1e-10
0.116276	0.35092	1e-10
0.118512	0.359694	1e-10
0.120748	0.368057	1e-10
0.123033	0.37474	1e-08
0.12522	0.383639	1e-10
0.127456	0.390902	1e-10
0.129692	0.39784	1e-10
0.13197	0.403273	1e-08
0.134164	0.410805	1e-10
0.1364	0.416865	1e-10
0.138636	0.422662	1e-10
0.140908	0.426363	1e-08
0.143108	0.433522	1e-10
0.145344	0.438609	1e-10
0.14758	0.443482	1e-10
0.149817	0.448152	1e-10
0.15212	0.451663	1e-08
0.154289	0.456916	1e-10
0.156525	0.46103	1e-10
0.158761	0.464975	1e-10
0.160997	0.46876	1e-10
0.163233	0.472393	1e-10
0.165503	0.474918	1e-08
0.167705	0.479215	1e-10
0.169941	0.482422	1e-10
0.172177	0.485501	1e-10
0.174413	0.488456	1e-10
0.176656	0.494648	1e-09
0.178885	0.494013	1e-10
0.181122	0.496625	1e-10
0.183358	0.499133	1e-10
0.185594	0.501539	1e-10
0.18783	0.50385	1e-10
0.190218	0.505398	1e-08
0.192302	0.50819	1e-10
0.194538	0.51023	1e-10
0.196774	0.512187	1e-10
0.19901	0.514064	1e-10
0.201246	0.515868	1e-10
0.203601	0.516903	1e-08
0.205718	0.519239	1e-10
0.207954	0.520822	1e-10
0.21019	0.522338	1e-10
0.212426	0.52379	1e-10
0.214709	0.524515	1e-08
0.216899	0.526505	1e-10
0.219135	0.527775	1e-10
0.221371	0.528989	1e-10
0.223607	0.530148	1e-10
0.225843	0.531255	1e-10
0.228092	0.531646	1e-08
0.230315	0.533311	1e-10
0.232551	0.534267	1e-10
0.234787	0.535177	1e-10
0.237023	0.536042	1e-10
0.239259	0.536863	1e-10
0.241495	0.537641	1e-10
0.243731	0.538378	1e-10
0.245967	0.539075	1e-10
0.248204	0.539733	1e-10
0.25044	0.540354	1e-10
0.252676	0.540937	1e-10
0.254912	0.541484	1e-10
0.257148	0.541998	1e-10
0.2594	0.542417	1e-09
0.26162	0.542922	1e-10
0.263856	0.543336	1e-10
0.266092	0.543718	1e-10
0.268328	0.544071	1e-10
0.270564	0.544394	1e-10
0.2728	0.544688	1e-10
0.275036	0.544953	1e-10
0.277272	0.545192	1e-10
0.279508	0.545403	1e-10
0.281745	0.545589	1e-10
0.283981	0.545749	1e-10
0.286217	0.545884	1e-10
0.288453	0.545995	1e-10
0.290689	0.546083	1e-10
0.292925	0.546147	1e-10
0.295161	0.546188	1e-10
0.297417	0.546233	1e-09
0.299633	0.546205	1e-10
0.301869	0.546181	1e-10
0.304105	0.546137	1e-10
0.306341	0.546072	1e-10
0.308577	0.545988	1e-10
0.310813	0.545884	1e-10
0.31305	0.545761	1e-10
0.315286	0.545619	1e-10
0.317522	0.545459	1e-10
0.319758	0.545282	1e-10
0.321994	0.545086	1e-10
0.32423	0.544873	1e-10
0.326466	0.544644	1e-10
0.328702	0.544398	1e-10
0.330938	0.544135	1e-10
0.333174	0.543857	1e-10
0.335412	0.54359	1e-09
0.337646	0.543252	1e-10
0.339882	0.542927	1e-10
0.342118	0.542588	1e-10
0.344354	0.542233	1e-10
0.346591	0.541864	1e-10
0.348827	0.541481	1e-10
0.351063	0.541084	1e-10
0.353299	0.540673	1e-10
0.355535	0.540248	1e-10
0.357771	0.53981	1e-10
0.360007	0.539359	1e-10
0.362243	0.538895	1e-10
0.364479	0.538419	1e-10
0.366715	0.53793	1e-10
0.368951	0.537428	1e-10
0.371187	0.536914	1e-10
0.37343	0.535977	1e-09
0.375671	0.535818	1e-09
0.377895	0.5353	1e-10
0.380132	0.534739	1e-10
0.382368	0.534167	1e-10
0.384604	0.533583	1e-10
0.38684	0.532988	1e-10
0.389076	0.532381	1e-10
0.391312	0.531764	1e-10
0.393548	0.531137	1e-10
0.395784	0.530498	1e-10
0.39802	0.529849	1e-10
0.400256	0.52919	1e-10
0.402492	0.52852	1e-10
0.404728	0.52784	1e-10
0.406964	0.52715	1e-10
0.4092	0.52645	1e-10
0.411437	0.525756	1e-10
0.413688	0.52499	1e-09
0.415909	0.524291	1e-10
0.418145	0.523552	1e-10
0.420381	0.522804	1e-10
0.422617	0.522046	1e-10
0.424853	0.521278	1e-10
0.427089	0.520502	1e-10
0.429325	0.519716	1e-10
0.431561	0.518921	1e-10
0.433797	0.518118	1e-10
0.436033	0.517305	1e-10
0.438269	0.516483	1e-10
0.440505	0.515653	1e-10
0.442741	0.514814	1e-10
0.444978	0.513966	1e-10
0.447214	0.51311	1e-10
0.44945	0.512245	1e-10
0.451706	0.511342	1e-09
0.453922	0.510489	1e-10
0.456158	0.509599	1e-10
0.458394	0.5087	1e-10
0.46063	0.507794	1e-10
0.462866	0.506879	1e-10
0.465102	0.505956	1e-10
0.467338	0.505024	1e-10
0.469574	0.504085	1e-10
0.47181	0.503138	1e-10
0.474046	0.502183	1e-10
0.476282	0.50122	1e-10
0.478519	0.500249	1e-10
0.480755	0.499271	1e-10
0.482991	0.498285	1e-10
0.485227	0.497291	1e-10
0.487463	0.496289	1e-10
0.489701	0.495261	1e-09
0.491935	0.494263	1e-10
0.494171	0.493239	1e-10
0.496407	0.492207	1e-10
0.498643	0.491168	1e-10
0.500879	0.490121	1e-10
0.503115	0.489067	1e-10
0.505351	0.488006	1e-10
0.507587	0.486938	1e-10
0.509823	0.485862	1e-10
0.51206	0.484779	1e-10
0.514296	0.483689	1e-10
0.516532	0.482592	1e-10
0.518768	0.481487	1e-10
0.521004	0.480376	1e-10
0.52324	0.479258	1e-10
0.525476	0.478133	1e-10
0.527719	0.476984	1e-09
0.529948	0.475861	1e-10
0.532184	0.474715	1e-10
0.53442	0.473562	1e-10
0.536656	0.472403	1e-10
0.538892	0.471237	1e-10
0.541128	0.470063	1e-10
0.543365	0.468884	1e-10
0.545601	0.467697	1e-10
0.547837	0.466504	1e-10
0.550073	0.465305	1e-10
0.552309	0.464099	1e-10
0.554545	0.462886	1e-10
